Window, Target Return, In-sample Mean, In-sample Covariance, Out-sample Mean, Out-sample Covariance
21, 0.05, 0.0540578, 0.00867956, 0.0930623, 0.30999
21, 0.055, 0.0605107, 0.00913519, 0.0991934, 0.388802
21, 0.06, 0.0669145, 0.00967459, 0.105338, 0.475766
21, 0.065, 0.0732396, 0.0103029, 0.111431, 0.569902
21, 0.07, 0.0794223, 0.0110353, 0.117352, 0.66913
21, 0.075, 0.0853573, 0.0118979, 0.122902, 0.769752
21, 0.08, 0.0909668, 0.0129057, 0.12792, 0.868155
21, 0.085, 0.0962897, 0.0140404, 0.13244, 0.963856
21, 0.09, 0.101425, 0.0152691, 0.136611, 1.05869
21, 0.095, 0.10645, 0.016568, 0.140557, 1.15437
22, 0, -0.00776388, 0.0141136, 0.0135079, 0.00255279
22, 0.005, -0.00343034, 0.0139167, 0.00944335, 0.00198273
22, 0.01, 0.000912446, 0.0137467, 0.00537045, 0.00187777
22, 0.015, 0.00526477, 0.0136063, 0.00128993, 0.00224312
22, 0.02, 0.00962667, 0.0134981, -0.00279719, 0.00308447
22, 0.025, 0.0139979, 0.0134253, -0.00688968, 0.00440778
22, 0.03, 0.0183779, 0.0133911, -0.010986, 0.00621904
22, 0.035, 0.0227657, 0.0133992, -0.0150845, 0.0085239
22, 0.04, 0.0271602, 0.0134532, -0.0191832, 0.0113273
22, 0.045, 0.0315598, 0.0135565, -0.0232801, 0.0146333
22, 0.05, 0.0359628, 0.0137126, -0.0273731, 0.0184443
22, 0.055, 0.040367, 0.0139244, -0.0314602, 0.0227612
22, 0.06, 0.0447702, 0.0141949, -0.0355393, 0.0275829
22, 0.065, 0.0491701, 0.0145263, -0.0396087, 0.032906
22, 0.07, 0.0535642, 0.0149206, -0.0436664, 0.0387248
22, 0.075, 0.0579498, 0.0153795, -0.047711, 0.0450313
22, 0.08, 0.0623244, 0.0159044, -0.0517409, 0.0518146
22, 0.085, 0.0666851, 0.0164964, -0.0557547, 0.0590615
22, 0.09, 0.0710293, 0.0171566, -0.0597511, 0.0667559
22, 0.095, 0.0753539, 0.017886, -0.0637285, 0.0748786
23, 0, -0.00443381, 0.0148007, 0.0443254, 0.00318014
23, 0.005, 0.00072139, 0.0147316, 0.034893, 0.00315248
23, 0.01, 0.00588273, 0.014696, 0.025436, 0.00390697
23, 0.015, 0.0110518, 0.0146946, 0.0159507, 0.00544813
23, 0.02, 0.0162299, 0.0147287, 0.00643445, 0.0077819
23, 0.025, 0.0214183, 0.0148, -0.00311408, 0.0109154
23, 0.03, 0.0266176, 0.0149108, -0.0126948, 0.0148564
23, 0.035, 0.0318281, 0.0150634, -0.0223061, 0.0196133
23, 0.04, 0.0370497, 0.0152609, -0.0319442, 0.0251941
23, 0.045, 0.0422815, 0.0155064, -0.0416036, 0.0316059
23, 0.05, 0.0475221, 0.0158032, -0.0512766, 0.038854
23, 0.055, 0.0527692, 0.0161547, -0.0609538, 0.0469414
23, 0.06, 0.0580203, 0.0165639, -0.0706239, 0.0558678
23, 0.065, 0.063272, 0.0170339, -0.0802741, 0.0656293
23, 0.07, 0.0685204, 0.0175674, -0.0898907, 0.0762176
23, 0.075, 0.0737613, 0.0181665, -0.0994589, 0.0876196
23, 0.08, 0.0789903, 0.0188333, -0.108964, 0.0998178
23, 0.085, 0.0842025, 0.0195691, -0.11839, 0.11279
23, 0.09, 0.089393, 0.0203751, -0.127722, 0.126508
23, 0.095, 0.0945571, 0.021252, -0.136946, 0.140942
24, 0, 0.000660439, 0.0132302, -0.00193365, 0.00348239
24, 0.005, 0.00516466, 0.0133099, -0.00143867, 0.0041121
24, 0.01, 0.0096647, 0.0134208, -0.000941161, 0.00496571
24, 0.015, 0.0141618, 0.0135632, -0.000441898, 0.0060429
24, 0.02, 0.0186573, 0.0137379, 5.84185e-05, 0.00734382
24, 0.025, 0.0231519, 0.0139458, 0.000559183, 0.008869
24, 0.03, 0.0276464, 0.0141882, 0.00105992, 0.0106192
24, 0.035, 0.0321413, 0.0144667, 0.00156031, 0.0125955
24, 0.04, 0.0366365, 0.0147831, 0.00206023, 0.0147987
24, 0.045, 0.0411317, 0.0151392, 0.00255975, 0.0172297
24, 0.05, 0.0456264, 0.015537, 0.00305915, 0.0198888
24, 0.055, 0.0501193, 0.0159785, 0.00355892, 0.022776
24, 0.06, 0.054609, 0.0164656, 0.0040598, 0.0258904
24, 0.065, 0.0590938, 0.0170001, 0.00456268, 0.0292305
24, 0.07, 0.0635716, 0.0175838, 0.00506868, 0.0327937
24, 0.075, 0.0680399, 0.0182183, 0.00557905, 0.0365765
24, 0.08, 0.0724962, 0.0189048, 0.00609515, 0.0405742
24, 0.085, 0.0769378, 0.0196445, 0.00661845, 0.0447813
24, 0.09, 0.0813619, 0.0204384, 0.00715045, 0.049191
24, 0.095, 0.0857656, 0.021287, 0.00769264, 0.0537958
25, 0, 0.0041111, 0.0102869, 0.0115376, 0.0020279
25, 0.005, 0.0107645, 0.010558, 0.0118471, 0.00297933
25, 0.01, 0.0173828, 0.0108858, 0.0121587, 0.00442693
25, 0.015, 0.0239686, 0.0112649, 0.0124697, 0.00635968
25, 0.02, 0.0305258, 0.0116912, 0.0127781, 0.00876852
25, 0.025, 0.0370589, 0.0121614, 0.0130827, 0.0116467
25, 0.03, 0.0435729, 0.0126738, 0.0133828, 0.0149899
25, 0.035, 0.0500721, 0.0132281, 0.0136787, 0.0187957
25, 0.04, 0.0565602, 0.0138258, 0.0139712, 0.0230635
25, 0.045, 0.0630397, 0.0144695, 0.0142619, 0.0277927
25, 0.05, 0.069511, 0.015163, 0.0145529, 0.0329825
25, 0.055, 0.0759731, 0.0159111, 0.0148465, 0.03863
25, 0.06, 0.0824228, 0.0167188, 0.0151452, 0.0447296
25, 0.065, 0.0888551, 0.0175914, 0.0154516, 0.0512719
25, 0.07, 0.0952635, 0.0185336, 0.0157678, 0.0582429
25, 0.075, 0.10164, 0.0195497, 0.0160958, 0.0656243
25, 0.08, 0.107977, 0.0206431, 0.0164371, 0.0733936
25, 0.085, 0.114266, 0.0218163, 0.0167925, 0.0815249
25, 0.09, 0.120499, 0.0230708, 0.0171625, 0.0899896
25, 0.095, 0.126668, 0.0244073, 0.0175472, 0.0987579
26, 0, 0.00475847, 0.00913579, -0.00644273, 0.00174879
26, 0.005, 0.0112304, 0.00943058, -0.00348577, 0.00212512
26, 0.01, 0.0176635, 0.00978502, -0.000539031, 0.00272597
26, 0.015, 0.0240595, 0.0101946, 0.00239915, 0.00354425
26, 0.02, 0.0304213, 0.0106556, 0.00533035, 0.00457381
26, 0.025, 0.0367523, 0.0111652, 0.00825591, 0.00580963
26, 0.03, 0.0430561, 0.0117219, 0.0111769, 0.00724778
26, 0.035, 0.0493362, 0.012325, 0.014094, 0.00888528
26, 0.04, 0.0555955, 0.012975, 0.0170075, 0.0107198
26, 0.045, 0.0618359, 0.0136733, 0.0199169, 0.0127494
26, 0.05, 0.0680586, 0.0144223, 0.0228217, 0.0149721
26, 0.055, 0.0742634, 0.0152247, 0.0257207, 0.0173855
26, 0.06, 0.080449, 0.0160836, 0.0286121, 0.0199862
26, 0.065, 0.0866128, 0.0170024, 0.0314942, 0.02277
26, 0.07, 0.0927515, 0.0179841, 0.0343649, 0.0257313
26, 0.075, 0.0988607, 0.0190319, 0.0372218, 0.028863
26, 0.08, 0.104936, 0.0201482, 0.0400627, 0.0321569
26, 0.085, 0.110972, 0.0213349, 0.0428855, 0.0356036
26, 0.09, 0.116963, 0.0225937, 0.0456879, 0.0391927
26, 0.095, 0.122906, 0.0239254, 0.0484682, 0.0429132
27, 0, 0.00753409, 0.00661423, 0.00396072, 0.00298939
27, 0.005, 0.0145122, 0.00688372, -0.000364188, 0.00352684
27, 0.01, 0.0214636, 0.00724076, -0.00463431, 0.00465877
27, 0.015, 0.0283812, 0.00767793, -0.00884892, 0.00636499
27, 0.02, 0.0352616, 0.00818961, -0.0130095, 0.00862609
27, 0.025, 0.0421037, 0.00877244, -0.0171179, 0.0114244
27, 0.03, 0.0489076, 0.00942521, -0.0211754, 0.014744
27, 0.035, 0.0556735, 0.0101482, -0.0251816, 0.0185693
27, 0.04, 0.062401, 0.0109427, -0.0291352, 0.022885
27, 0.045, 0.069089, 0.0118106, -0.0330337, 0.0276745
27, 0.05, 0.0757358, 0.0127538, -0.0368735, 0.0329203
27, 0.055, 0.0823392, 0.0137743, -0.040651, 0.0386032
27, 0.06, 0.0888966, 0.0148735, -0.0443624, 0.0447028
27, 0.065, 0.0954054, 0.0160528, -0.0480042, 0.051198
27, 0.07, 0.101863, 0.0173126, -0.0515738, 0.0580675
27, 0.075, 0.108269, 0.0186533, -0.0550695, 0.06529
27, 0.08, 0.11462, 0.0200744, -0.0584902, 0.0728456
27, 0.085, 0.120916, 0.0215752, -0.0618362, 0.0807153
27, 0.09, 0.127157, 0.023155, -0.0651082, 0.0888819
27, 0.095, 0.133344, 0.0248126, -0.0683077, 0.0973294
28, 0, 0.00709355, 0.00622775, 0.011455, 0.000807125
28, 0.005, 0.0148103, 0.00633304, 0.00580581, 0.00112495
28, 0.01, 0.0225242, 0.00647164, 0.000110247, 0.00172176
28, 0.015, 0.0302516, 0.00662872, -0.00568163, 0.0026008
28, 0.02, 0.0380193, 0.00678862, -0.0116393, 0.00377237
28, 0.025, 0.045869, 0.00693698, -0.0178565, 0.00525842
28, 0.03, 0.0538588, 0.00707065, -0.0244403, 0.00709813
28, 0.035, 0.0620239, 0.00725141, -0.0313488, 0.00933526
28, 0.04, 0.0700098, 0.00788963, -0.0372414, 0.0118146
28, 0.045, 0.077376, 0.00919757, -0.041063, 0.0142438
28, 0.05, 0.0846117, 0.0105807, -0.044752, 0.0168332
28, 0.055, 0.091848, 0.0119253, -0.0486776, 0.0196511
28, 0.06, 0.0990775, 0.0132598, -0.0527502, 0.0226924
28, 0.065, 0.106281, 0.0146173, -0.0568733, 0.0259422
28, 0.07, 0.113442, 0.0160215, -0.0609788, 0.029384
28, 0.075, 0.120548, 0.0174878, -0.0650213, 0.0330015
28, 0.08, 0.127588, 0.0190262, -0.0689713, 0.0367786
28, 0.085, 0.134557, 0.0206424, -0.0728113, 0.0407008
28, 0.09, 0.141449, 0.0223394, -0.0765323, 0.0447552
28, 0.095, 0.148265, 0.0241183, -0.0801325, 0.0489312
29, 0, 0.00812169, 0.00256938, 0.0114409, 0.000503792
29, 0.005, 0.020055, 0.00283203, 0.0138574, 0.000859509
29, 0.01, 0.0318799, 0.00323207, 0.016339, 0.0019074
29, 0.015, 0.0435677, 0.00375587, 0.0188521, 0.00359787
29, 0.02, 0.0551174, 0.00439058, 0.0213713, 0.00589043
29, 0.025, 0.0665454, 0.00512574, 0.0238806, 0.00875813
29, 0.03, 0.0778751, 0.00595473, 0.0263729, 0.0121859
29, 0.035, 0.0891279, 0.00687567, 0.0288494, 0.016165
29, 0.04, 0.100314, 0.00789216, 0.0313181, 0.0206832
29, 0.045, 0.111418, 0.009015, 0.0337946, 0.0257089
29, 0.05, 0.12237, 0.0102687, 0.0363075, 0.0311524
29, 0.055, 0.133003, 0.0117009, 0.0389045, 0.0368076
29, 0.06, 0.143154, 0.0133518, 0.0416119, 0.04245
29, 0.065, 0.152887, 0.0151989, 0.0443844, 0.0480966
29, 0.07, 0.162352, 0.0172007, 0.0471685, 0.0538787
29, 0.075, 0.171633, 0.0193376, 0.0499428, 0.0598666
29, 0.08, 0.180761, 0.0216064, 0.0527043, 0.0660793
29, 0.085, 0.189752, 0.0240122, 0.0554576, 0.0725156
29, 0.09, 0.198611, 0.0265647, 0.0582101, 0.0791674
29, 0.095, 0.207346, 0.0292781, 0.0609717, 0.0860273
30, 0, 0.00683623, 0.000738031, -0.000511594, 0.000184245
30, 0.005, 0.0194946, 0.000831291, -0.00705313, 0.00112954
30, 0.01, 0.0324078, 0.00111745, -0.01341, 0.00409211
30, 0.015, 0.0451855, 0.00159371, -0.019025, 0.00879166
30, 0.02, 0.0575763, 0.0022468, -0.0237042, 0.0148343
30, 0.025, 0.0694886, 0.00306164, -0.0275274, 0.0218692
30, 0.03, 0.0809223, 0.0040268, -0.0306546, 0.0296312
30, 0.035, 0.0919091, 0.0051359, -0.0332259, 0.037919
30, 0.04, 0.102482, 0.00638815, -0.0353363, 0.0465627
30, 0.045, 0.112662, 0.00779063, -0.0370304, 0.0553845
30, 0.05, 0.122445, 0.00936426, -0.0383007, 0.0641569
30, 0.055, 0.131814, 0.0111551, -0.0390968, 0.0725712
30, 0.06, 0.140763, 0.0132553, -0.0393561, 0.0802595
30, 0.065, 0.149381, 0.015837, -0.0390758, 0.0869341
30, 0.07, 0.157987, 0.0191969, -0.0384251, 0.0926998
30, 0.075, 0.167256, 0.0237759, -0.0378506, 0.0984634
30, 0.08, 0.178208, 0.03007, -0.0380877, 0.106185
30, 0.085, 0.191906, 0.0383067, -0.0400557, 0.118783
30, 0.09, 0.208814, 0.0478377, -0.0446223, 0.139523
30, 0.095, 0.227547, 0.0566222, -0.0517516, 0.169386
31, 0, 0.0042989, 0.000530674, -0.00257037, 0.000598789
31, 0.005, 0.0158742, 0.0006107, 0.00228716, 0.00169919
31, 0.01, 0.0275676, 0.000863329, 0.00696072, 0.00555609
31, 0.015, 0.0390614, 0.0012846, 0.0114154, 0.0114996
31, 0.02, 0.0501846, 0.00186424, 0.0156065, 0.0187677
31, 0.025, 0.0608997, 0.0025921, 0.0195041, 0.0268161
31, 0.03, 0.0712334, 0.0034612, 0.023106, 0.0353279
31, 0.035, 0.0812292, 0.00446882, 0.0264264, 0.0441177
31, 0.04, 0.0909254, 0.00561761, 0.0294794, 0.0530495
31, 0.045, 0.100351, 0.00691724, 0.0322694, 0.0619928
31, 0.05, 0.109532, 0.00838676, 0.0347906, 0.070816
31, 0.055, 0.118498, 0.0100573, 0.0370334, 0.0794146
31, 0.06, 0.127307, 0.0119743, 0.0389987, 0.0877717
31, 0.065, 0.136054, 0.0141976, 0.0407164, 0.0960356
31, 0.07, 0.144888, 0.0167954, 0.0422628, 0.104589
31, 0.075, 0.154, 0.0198275, 0.0437703, 0.114074
31, 0.08, 0.163595, 0.0233168, 0.0454219, 0.125352
31, 0.085, 0.173834, 0.0272111, 0.0474263, 0.139393
31, 0.09, 0.184763, 0.0313512, 0.0499708, 0.157068
31, 0.095, 0.196233, 0.0354691, 0.0531527, 0.178809
32, 0, 0.00242417, 0.000516003, -0.00114326, 0.00205707
32, 0.005, 0.015422, 0.000604647, -0.0187079, 0.0108313
32, 0.01, 0.0282616, 0.000880009, -0.0352719, 0.0287225
32, 0.015, 0.0406007, 0.00132953, -0.0498654, 0.0541186
32, 0.02, 0.0523415, 0.00193688, -0.0623697, 0.0851557
32, 0.025, 0.0635323, 0.00268854, -0.0731007, 0.120534
32, 0.03, 0.0742652, 0.00357507, -0.0824518, 0.159524
32, 0.035, 0.0846293, 0.00459037, -0.0907563, 0.201753
32, 0.04, 0.0946977, 0.00573088, -0.0982653, 0.247041
32, 0.045, 0.104528, 0.00699506, -0.105163, 0.295308
32, 0.05, 0.114166, 0.0083829, -0.111587, 0.346545
32, 0.055, 0.123652, 0.00989549, -0.11765, 0.400799
32, 0.06, 0.133022, 0.0115344, -0.12345, 0.45818
32, 0.065, 0.142311, 0.013301, -0.129084, 0.518866
32, 0.07, 0.151556, 0.0151958, -0.134648, 0.583103
32, 0.075, 0.160795, 0.0172169, -0.140242, 0.651202
32, 0.08, 0.170067, 0.0193597, -0.145967, 0.723515
32, 0.085, 0.179407, 0.0216153, -0.151918, 0.800412
32, 0.09, 0.188846, 0.0239704, -0.158181, 0.882238
32, 0.095, 0.198408, 0.0264068, -0.164824, 0.96927
33, 0, 0.00189213, 0.000714094, 0.00260939, 0.000705031
33, 0.005, 0.010039, 0.000770598, 0.0129907, 0.000801615
33, 0.01, 0.018165, 0.000946115, 0.023279, 0.00163251
33, 0.015, 0.0261547, 0.00123732, 0.0332346, 0.003089
33, 0.02, 0.0339377, 0.00163817, 0.0427171, 0.00503783
33, 0.025, 0.0414879, 0.00214188, 0.0516812, 0.00736035
33, 0.03, 0.048809, 0.00274206, 0.0601433, 0.00996777
33, 0.035, 0.0559196, 0.00343324, 0.0681493, 0.0127996
33, 0.04, 0.0628435, 0.00421084, 0.0757543, 0.0158168
33, 0.045, 0.0696045, 0.00507111, 0.0830126, 0.0189946
33, 0.05, 0.0762248, 0.006011, 0.0899736, 0.0223179
33, 0.055, 0.0827235, 0.007028, 0.09668, 0.0257779
33, 0.06, 0.0891173, 0.00812005, 0.103169, 0.0293694
33, 0.065, 0.0954206, 0.00928549, 0.109472, 0.0330902
33, 0.07, 0.101646, 0.010523, 0.115615, 0.0369398
33, 0.075, 0.107803, 0.0118313, 0.121623, 0.0409193
33, 0.08, 0.113903, 0.0132097, 0.127516, 0.0450309
33, 0.085, 0.119953, 0.0146572, 0.133312, 0.0492781
33, 0.09, 0.125962, 0.016173, 0.13903, 0.053666
33, 0.095, 0.131937, 0.0177564, 0.144684, 0.0582009
34, 0, 0.00247134, 0.000744339, 0.00472309, 0.000383694
34, 0.005, 0.0118486, 0.00081026, 0.0119184, 0.00116224
34, 0.01, 0.0212113, 0.00101325, 0.019091, 0.00303902
34, 0.015, 0.0304071, 0.00134923, 0.0259615, 0.00581291
34, 0.02, 0.039346, 0.00181065, 0.0323754, 0.00923249
34, 0.025, 0.0479986, 0.00238918, 0.038295, 0.0130893
34, 0.03, 0.056374, 0.00307723, 0.0437508, 0.0172471
34, 0.035, 0.0644987, 0.00386838, 0.0488002, 0.02163
34, 0.04, 0.0724042, 0.00475741, 0.0535048, 0.0262016
34, 0.045, 0.0801212, 0.00574006, 0.0579204, 0.0309479
34, 0.05, 0.0876767, 0.0068129, 0.0620945, 0.0358666
34, 0.055, 0.0950943, 0.00797315, 0.0660662, 0.0409609
34, 0.06, 0.102393, 0.00921864, 0.0698676, 0.046236
34, 0.065, 0.109591, 0.0105477, 0.0735249, 0.0516977
34, 0.07, 0.1167, 0.0119591, 0.0770598, 0.0573521
34, 0.075, 0.123734, 0.013452, 0.0804908, 0.0632048
34, 0.08, 0.130702, 0.0150258, 0.0838338, 0.0692623
34, 0.085, 0.137615, 0.0166804, 0.0871032, 0.0755316
34, 0.09, 0.144481, 0.0184154, 0.0903126, 0.0820212
34, 0.095, 0.15131, 0.0202309, 0.093475, 0.0887419
35, 0, 0.00201659, 0.000731767, -0.000468105, 0.000462626
35, 0.005, 0.0115011, 0.00079755, 0.00630371, 0.00054145
35, 0.01, 0.0209489, 0.00100223, 0.0129068, 0.00108821
35, 0.015, 0.0302121, 0.00134077, 0.0191583, 0.00202229
35, 0.02, 0.0392022, 0.00180461, 0.0249627, 0.00324807
35, 0.025, 0.0478887, 0.00238434, 0.0303015, 0.00468524
35, 0.03, 0.0562791, 0.00307134, 0.0352028, 0.00627827
35, 0.035, 0.0643995, 0.0038583, 0.0397153, 0.00799304
35, 0.04, 0.0722821, 0.00473919, 0.0438927, 0.00981019
35, 0.045, 0.079959, 0.00570903, 0.0477866, 0.0117195
35, 0.05, 0.0874594, 0.00676373, 0.0514426, 0.0137161
35, 0.055, 0.0948089, 0.00789985, 0.0549006, 0.015798
35, 0.06, 0.10203, 0.0091145, 0.0581939, 0.0179652
35, 0.065, 0.10914, 0.0104052, 0.0613509, 0.0202183
35, 0.07, 0.116157, 0.0117699, 0.0643951, 0.0225585
35, 0.075, 0.123094, 0.0132067, 0.0673466, 0.0249873
35, 0.08, 0.129962, 0.0147141, 0.0702223, 0.0275065
35, 0.085, 0.136773, 0.0162905, 0.0730371, 0.0301183
35, 0.09, 0.143536, 0.0179347, 0.0758039, 0.0328249
35, 0.095, 0.15026, 0.0196452, 0.0785348, 0.0356293
36, 0, 0.00172899, 0.000656668, 0.00602417, 0.000283068
36, 0.005, 0.0152864, 0.000752104, -0.00517759, 0.000698539
36, 0.01, 0.0286864, 0.00104426, -0.0157954, 0.00242579
36, 0.015, 0.0416795, 0.0015211, -0.0256561, 0.00531163
36, 0.02, 0.0541554, 0.00216581, -0.0347258, 0.0091861
36, 0.025, 0.0661093, 0.00296201, -0.0430606, 0.0139049
36, 0.03, 0.0775899, 0.00389578, -0.0507559, 0.0193606
36, 0.035, 0.0886628, 0.00495592, -0.0579158, 0.0254785
36, 0.04, 0.0993938, 0.0061335, -0.0646376, 0.0322086
36, 0.045, 0.109842, 0.00742126, -0.0710061, 0.0395188
36, 0.05, 0.120057, 0.00881324, -0.0770935, 0.0473891
36, 0.055, 0.130083, 0.0103044, -0.0829598, 0.0558085
36, 0.06, 0.139954, 0.0118904, -0.0886549, 0.0647722
36, 0.065, 0.149702, 0.0135674, -0.0942209, 0.0742801
36, 0.07, 0.159351, 0.0153318, -0.0996934, 0.0843362
36, 0.075, 0.168924, 0.0171804, -0.105103, 0.0949474
36, 0.08, 0.178441, 0.01911, -0.110477, 0.106124
36, 0.085, 0.187919, 0.0211174, -0.115839, 0.117879
36, 0.09, 0.197373, 0.0231995, -0.121212, 0.130227
36, 0.095, 0.206818, 0.0253529, -0.126615, 0.143187
37, 0, 0.00182685, 0.000640769, 0.00447067, 7.29122e-05
37, 0.005, 0.01138, 0.000707012, 0.00607029, 0.00038415
37, 0.01, 0.0208899, 0.000913161, 0.00778032, 0.00124101
37, 0.015, 0.0302068, 0.00125383, 0.00949829, 0.00253405
37, 0.02, 0.0392449, 0.00172016, 0.011174, 0.00412936
37, 0.025, 0.047978, 0.00230261, 0.0128004, 0.00591641
37, 0.03, 0.0564171, 0.00299255, 0.0143897, 0.00782238
37, 0.035, 0.0645901, 0.00378274, 0.0159571, 0.00980619
37, 0.04, 0.0725302, 0.00466725, 0.0175153, 0.0118479
37, 0.045, 0.0802694, 0.00564124, 0.0190727, 0.0139402
37, 0.05, 0.0878367, 0.00670078, 0.0206344, 0.0160822
37, 0.055, 0.0952573, 0.00784262, 0.0222032, 0.0182768
37, 0.06, 0.102553, 0.0090641, 0.0237802, 0.0205282
37, 0.065, 0.109742, 0.010363, 0.0253657, 0.0228414
37, 0.07, 0.11684, 0.0117375, 0.0269593, 0.0252216
37, 0.075, 0.123862, 0.013186, 0.0285602, 0.0276742
37, 0.08, 0.130821, 0.014707, 0.0301672, 0.0302051
37, 0.085, 0.137727, 0.0162993, 0.0317792, 0.0328205
37, 0.09, 0.144592, 0.0179615, 0.0333944, 0.0355272
37, 0.095, 0.151427, 0.0196921, 0.035011, 0.0383328
38, 0, 0.00167522, 0.000617318, 0.00839618, 7.71087e-05
38, 0.005, 0.0118537, 0.000688013, 0.0167103, 0.000549407
38, 0.01, 0.0219844, 0.000907944, 0.0252517, 0.00190847
38, 0.015, 0.031923, 0.00127177, 0.0337928, 0.00406426
38, 0.02, 0.0415893, 0.00177071, 0.0421646, 0.00691237
38, 0.025, 0.0509599, 0.00239517, 0.0502756, 0.0103677
38, 0.03, 0.0600461, 0.00313629, 0.0580958, 0.0143698
38, 0.035, 0.0688754, 0.00398645, 0.0656318, 0.0188773
38, 0.04, 0.0774803, 0.00493931, 0.0729081, 0.0238616
38, 0.045, 0.0858927, 0.00598962, 0.0799553, 0.0293032
38, 0.05, 0.0941417, 0.00713302, 0.0868046, 0.0351886
38, 0.055, 0.102253, 0.00836588, 0.0934848, 0.0415086
38, 0.06, 0.110248, 0.0096851, 0.100021, 0.0482573
38, 0.065, 0.118147, 0.011088, 0.106436, 0.0554315
38, 0.07, 0.125965, 0.0125724, 0.112749, 0.06303
38, 0.075, 0.133717, 0.014136, 0.118975, 0.0710537
38, 0.08, 0.141416, 0.0157769, 0.12513, 0.0795051
38, 0.085, 0.149074, 0.0174932, 0.131226, 0.0883886
38, 0.09, 0.1567, 0.0192829, 0.137273, 0.0977107
38, 0.095, 0.164306, 0.0211439, 0.143283, 0.107479
39, 0, 0.00250932, 0.000602206, 0.00306894, 0.000299993
39, 0.005, 0.0168679, 0.000697647, 0.00578671, 0.00165582
39, 0.01, 0.0309466, 0.000991989, 0.00923394, 0.00519194
39, 0.015, 0.0443157, 0.00146803, 0.0137216, 0.0101488
39, 0.02, 0.0568839, 0.00210477, 0.0191168, 0.0158631
39, 0.025, 0.0687399, 0.00288509, 0.0251418, 0.0219888
39, 0.03, 0.0800159, 0.00379657, 0.0315539, 0.0283981
39, 0.035, 0.0908325, 0.0048303, 0.0381847, 0.0350641
39, 0.04, 0.101286, 0.00597978, 0.0449279, 0.0419969
39, 0.045, 0.11145, 0.00724019, 0.0517193, 0.0492163
39, 0.05, 0.121381, 0.00860798, 0.0585212, 0.0567421
39, 0.055, 0.131123, 0.0100806, 0.065312, 0.064592
39, 0.06, 0.140708, 0.0116564, 0.0720795, 0.072782
39, 0.065, 0.150167, 0.013334, 0.0788164, 0.0813288
39, 0.07, 0.159526, 0.0151127, 0.0855182, 0.0902524
39, 0.075, 0.16881, 0.0169917, 0.0921815, 0.0995778
39, 0.08, 0.178046, 0.0189697, 0.0988031, 0.109337
39, 0.085, 0.187261, 0.0210449, 0.105379, 0.119572
39, 0.09, 0.196483, 0.0232141, 0.111906, 0.130331
39, 0.095, 0.205742, 0.0254724, 0.118379, 0.141672
40, 0, 0.00273434, 0.000589178, 0.00312947, 0.000528826
40, 0.005, 0.0190446, 0.000702205, 0.00352174, 0.00316478
40, 0.01, 0.0350359, 0.00104463, 0.00431769, 0.00901835
40, 0.015, 0.0502296, 0.00159508, 0.00553207, 0.0174571
40, 0.02, 0.0645253, 0.00232797, 0.00703343, 0.0278234
40, 0.025, 0.0780247, 0.00322282, 0.00868799, 0.0396849
40, 0.03, 0.0908787, 0.00426512, 0.0104089, 0.0528073
40, 0.035, 0.103225, 0.00544479, 0.0121485, 0.0670742
40, 0.04, 0.115174, 0.00675467, 0.0138831, 0.0824299
40, 0.045, 0.126808, 0.00818966, 0.0156014, 0.0988488
40, 0.05, 0.138191, 0.00974613, 0.0172989, 0.116321
40, 0.055, 0.149373, 0.0114216, 0.0189744, 0.134846
40, 0.06, 0.160393, 0.0132145, 0.0206283, 0.154431
40, 0.065, 0.171287, 0.0151238, 0.0222614, 0.175095
40, 0.07, 0.182086, 0.0171485, 0.0238747, 0.196868
40, 0.075, 0.192827, 0.0192875, 0.0254684, 0.219798
40, 0.08, 0.203542, 0.0215386, 0.0270421, 0.243949
40, 0.085, 0.214272, 0.023898, 0.0285944, 0.269403
40, 0.09, 0.225054, 0.0263596, 0.0301228, 0.296256
40, 0.095, 0.235926, 0.0289141, 0.0316234, 0.324615
41, 0, 0.00471368, 0.000412117, 0.00201962, 0.00012225
41, 0.005, 0.0177482, 0.0004992, 0.0140531, 0.000879528
41, 0.01, 0.0309468, 0.000780176, 0.0259766, 0.00298746
41, 0.015, 0.0437421, 0.00125245, 0.0372149, 0.00611302
41, 0.02, 0.0558596, 0.0019042, 0.0475338, 0.00986544
41, 0.025, 0.0673101, 0.00271953, 0.0570017, 0.0140094
41, 0.03, 0.0781908, 0.00369299, 0.0657396, 0.0184204
41, 0.035, 0.0885669, 0.00483899, 0.0737909, 0.0229814
41, 0.04, 0.0984774, 0.0062012, 0.0811324, 0.0275557
41, 0.045, 0.10801, 0.00786799, 0.0877667, 0.0320436
41, 0.05, 0.117424, 0.00998771, 0.0938872, 0.0365228
41, 0.055, 0.127237, 0.0127567, 0.100054, 0.0414144
41, 0.06, 0.138161, 0.0163281, 0.107205, 0.0475384
41, 0.065, 0.150764, 0.0206091, 0.116314, 0.0559277
41, 0.07, 0.164875, 0.0250379, 0.127636, 0.0672406
41, 0.075, 0.17891, 0.0286265, 0.139719, 0.0804993
41, 0.08, 0.188538, 0.0297718, 0.147972, 0.0903967
41, 0.085, 0.187444, 0.0216413, 0.149927, 0.0939984
41, 0.09, 0.150315, 0.0210993, 0.138275, 0.0994057
41, 0.095, 0.160859, 0.0226945, 0.147792, 0.112448
